Customer_Name,Customer_ID,Order_ID,Order_Date,Amount
Carol Triggs,CT-11995,CA-2011-166086,5/7/2011,16.14
Carol Triggs,CT-11995,CA-2011-166086,5/7/2011,194.25
Carol Triggs,CT-11995,CA-2011-166086,5/7/2011,872.32
David Kendrick,DK-13150,CA-2011-166191,12/5/2011,24.82
David Kendrick,DK-13150,CA-2011-166191,12/5/2011,408.74
Peter Fuller,PF-19120,CA-2011-166457,5/5/2011,6.56
Peter Fuller,PF-19120,CA-2011-166457,5/5/2011,9.42
Peter Fuller,PF-19120,CA-2011-166457,5/5/2011,24.56
Matthew Grinstein,MG-17650,CA-2011-166471,8/9/2011,219.17
Matthew Grinstein,MG-17650,CA-2011-166471,8/9/2011,"1,091.17"
Jamie Kunitz,JK-15205,CA-2011-166555,7/11/2011,164.85
Noah Childs,NC-18625,CA-2011-166590,10/29/2011,1.98
Noah Childs,NC-18625,CA-2011-166590,10/29/2011,75.88
Craig Reiter,CR-12730,CA-2011-166716,8/20/2011,421.37
Dorothy Dickinson,DD-13570,CA-2011-166730,12/30/2011,39.13
Duane Noonan,DN-13690,CA-2011-166744,9/20/2011,59.98
Duane Noonan,DN-13690,CA-2011-166744,9/20/2011,164.22
Duane Noonan,DN-13690,CA-2011-166744,9/20/2011,362.94
Sam Craven,SC-20020,CA-2011-166863,6/20/2011,3.39
Sam Craven,SC-20020,CA-2011-166863,6/20/2011,11.65
Sam Craven,SC-20020,CA-2011-166863,6/20/2011,15.55
Sam Craven,SC-20020,CA-2011-166863,6/20/2011,193.07
Sam Craven,SC-20020,CA-2011-166863,6/20/2011,201.58
Sam Craven,SC-20020,CA-2011-166863,6/20/2011,418.8
Sam Craven,SC-20020,CA-2011-166863,6/20/2011,509.49
Chloris Kastensmidt,CK-12205,CA-2011-166884,3/11/2011,8.32
Chloris Kastensmidt,CK-12205,CA-2011-166884,3/11/2011,10.46
Chris Cortes,CC-12220,CA-2011-166891,10/4/2011,589.41
Beth Thompson,BT-11305,CA-2011-166954,4/25/2011,270.72
Beth Thompson,BT-11305,CA-2011-166954,4/25/2011,303.25
Beth Thompson,BT-11305,CA-2011-166954,4/25/2011,"1,487.04"
Cynthia Delaney,CD-12790,CA-2011-166961,12/27/2011,7.86
Cynthia Delaney,CD-12790,CA-2011-166961,12/27/2011,10.98
Cynthia Delaney,CD-12790,CA-2011-166961,12/27/2011,37.06
Cynthia Delaney,CD-12790,CA-2011-166961,12/27/2011,51.45
Robert Marley,RM-19675,CA-2011-166989,11/14/2011,69.26
Alejandro Grove,AG-10270,CA-2011-167164,5/13/2011,55.5
Maria Etezadi,ME-17320,CA-2011-167199,1/7/2011,5.48
Maria Etezadi,ME-17320,CA-2011-167199,1/7/2011,6.54
Maria Etezadi,ME-17320,CA-2011-167199,1/7/2011,31.12
Maria Etezadi,ME-17320,CA-2011-167199,1/7/2011,391.98
Maria Etezadi,ME-17320,CA-2011-167199,1/7/2011,609.98
Maria Etezadi,ME-17320,CA-2011-167199,1/7/2011,755.96
Maria Etezadi,ME-17320,CA-2011-167199,1/7/2011,"2,573.82"
Richard Bierner,RB-19435,CA-2011-167360,11/24/2011,111.79
Ben Ferrer,BF-11170,CA-2011-167724,4/13/2011,7.83
Andy Gerbode,AG-10525,CA-2011-167850,8/9/2011,15.55
Andy Gerbode,AG-10525,CA-2011-167850,8/9/2011,178.38
Xylona Preis,XP-21865,CA-2011-167927,1/21/2011,13.98
Xylona Preis,XP-21865,CA-2011-167927,1/21/2011,14.73
Xylona Preis,XP-21865,CA-2011-167927,1/21/2011,29.7
Xylona Preis,XP-21865,CA-2011-167927,1/21/2011,43.92
Xylona Preis,XP-21865,CA-2011-167927,1/21/2011,66.58
Xylona Preis,XP-21865,CA-2011-167927,1/21/2011,247.72
Xylona Preis,XP-21865,CA-2011-167927,1/21/2011,272.94
Carol Adams,CA-11965,CA-2011-167997,1/27/2011,10.68
Carol Adams,CA-11965,CA-2011-167997,1/27/2011,141.96
Paul Lucas,PL-18925,CA-2011-168305,11/1/2011,21.4
Paul Lucas,PL-18925,CA-2011-168305,11/1/2011,44.4
Giulietta Weimer,GW-14605,CA-2011-168312,3/1/2011,137.35
Giulietta Weimer,GW-14605,CA-2011-168312,3/1/2011,376.51
Guy Armstrong,GA-14725,CA-2011-168368,2/12/2011,9.64
Guy Armstrong,GA-14725,CA-2011-168368,2/12/2011,14.94
Guy Armstrong,GA-14725,CA-2011-168368,2/12/2011,51.9
Guy Armstrong,GA-14725,CA-2011-168368,2/12/2011,60.89
Guy Armstrong,GA-14725,CA-2011-168368,2/12/2011,64.96
Tracy Blumstein,TB-21520,CA-2011-168473,12/26/2011,191.88
Nora Preis,NP-18700,CA-2011-168494,12/12/2011,254.97
Nora Preis,NP-18700,CA-2011-168494,12/12/2011,764.69
Nora Preis,NP-18700,CA-2011-168494,12/12/2011,"3,610.85"
Dennis Pardue,DP-13390,CA-2011-168592,9/8/2011,4.02
Dennis Pardue,DP-13390,CA-2011-168592,9/8/2011,14.97
Dennis Pardue,DP-13390,CA-2011-168592,9/8/2011,56.65
Matt Abelman,MA-17560,CA-2011-168823,9/21/2011,11.35
Matt Abelman,MA-17560,CA-2011-168823,9/21/2011,20.81
Natalie Webber,NW-18400,CA-2011-168984,11/26/2011,15.55
Natalie Webber,NW-18400,CA-2011-168984,11/26/2011,438.34
Natalie Webber,NW-18400,CA-2011-168984,11/26/2011,669.08
Luke Foster,LF-17185,CA-2011-169019,7/26/2011,4.84
Luke Foster,LF-17185,CA-2011-169019,7/26/2011,8.88
Luke Foster,LF-17185,CA-2011-169019,7/26/2011,16.78
Luke Foster,LF-17185,CA-2011-169019,7/26/2011,17.5
Luke Foster,LF-17185,CA-2011-169019,7/26/2011,431.14
Luke Foster,LF-17185,CA-2011-169019,7/26/2011,"2,177.58"
Kunst Miller,KM-16720,CA-2011-169033,3/30/2011,49.65
Aimee Bixby,AB-10150,CA-2011-169061,3/5/2011,18.62
Aimee Bixby,AB-10150,CA-2011-169061,3/5/2011,49.63
Aimee Bixby,AB-10150,CA-2011-169061,3/5/2011,59.52
Aimee Bixby,AB-10150,CA-2011-169061,3/5/2011,97.82
Aimee Bixby,AB-10150,CA-2011-169061,3/5/2011,479.97
Stewart Visinsky,SV-20785,CA-2011-169257,6/6/2011,1.37
Stewart Visinsky,SV-20785,CA-2011-169257,6/6/2011,62.02
Speros Goranitis,SG-20605,CA-2011-169446,12/19/2011,15.55
Speros Goranitis,SG-20605,CA-2011-169446,12/19/2011,32.59
Speros Goranitis,SG-20605,CA-2011-169446,12/19/2011,323.98
Nicole Fjeld,NF-18595,CA-2011-169460,4/19/2011,76.14
Barry Blumstein,BB-10990,CA-2011-169642,7/27/2011,276.28
Thomas Seio,TS-21205,CA-2011-169649,12/9/2011,8.45
Thomas Seio,TS-21205,CA-2011-169649,12/9/2011,20.39
Fred Hopkins,FH-14365,CA-2011-169684,10/20/2011,98.35
Fred Hopkins,FH-14365,CA-2011-169684,10/20/2011,328.59
Joseph Holt,JH-15985,CA-2011-169726,8/9/2011,"2,060.74"
Ryan Akin,RA-19945,CA-2011-169775,8/29/2011,29.81
Ryan Akin,RA-19945,CA-2011-169775,8/29/2011,174.06
Ryan Akin,RA-19945,CA-2011-169775,8/29/2011,505.18
Scott Cohen,SC-20260,CA-2011-169803,4/6/2011,33.9
Scott Cohen,SC-20260,CA-2011-169803,4/6/2011,653.55
Sylvia Foulston,SF-20965,CA-2011-169852,10/21/2011,36.36
Claudia Bergmann,CB-12535,CA-2012-100146,5/14/2012,97.57
Claudia Bergmann,CB-12535,CA-2012-100146,5/14/2012,122.91
Claudia Bergmann,CB-12535,CA-2012-100146,5/14/2012,509.96
Claudia Bergmann,CB-12535,CA-2012-100146,5/14/2012,722.35
Heather Jas,HJ-14875,CA-2012-100216,4/13/2012,31.1
Heather Jas,HJ-14875,CA-2012-100216,4/13/2012,54.82
Dianna Vittorini,DV-13465,CA-2012-100251,5/17/2012,31.5
Brian Moss,BM-11650,CA-2012-100454,11/20/2012,11.52
Brian Moss,BM-11650,CA-2012-100454,11/20/2012,60.45
Brian Moss,BM-11650,CA-2012-100454,11/20/2012,186.05
Irene Maddox,IM-15070,CA-2012-100545,11/22/2012,11.61
Anne McFarland,AM-10705,CA-2012-100573,9/25/2012,17.48
Scot Wooten,SW-20245,CA-2012-100657,11/2/2012,109.76
Suzanne McNair,SM-20950,CA-2012-100685,12/19/2012,5.04
Suzanne McNair,SM-20950,CA-2012-100685,12/19/2012,7.04
Suzanne McNair,SM-20950,CA-2012-100685,12/19/2012,116.28
Ann Chong,AC-10615,CA-2012-100734,9/15/2012,3.58
Ann Chong,AC-10615,CA-2012-100734,9/15/2012,147.18
Tracy Hopkins,TH-21550,CA-2012-100769,5/16/2012,255.97
Janet Molinari,JM-15265,CA-2012-100818,5/31/2012,3.56
Janet Molinari,JM-15265,CA-2012-100818,5/31/2012,5.9
Janet Molinari,JM-15265,CA-2012-100818,5/31/2012,51.56
Janet Molinari,JM-15265,CA-2012-100818,5/31/2012,173.49
Ivan Gibson,IG-15085,CA-2012-101000,4/9/2012,370.14
Michael Stewart,MS-17980,CA-2012-101007,2/9/2012,20.8
Scot Wooten,SW-20245,CA-2012-101091,12/5/2012,26.06
Scot Wooten,SW-20245,CA-2012-101091,12/5/2012,47.98
Nona Balk,NB-18655,CA-2012-101126,2/10/2012,77.24
Charlotte Melton,CM-12190,CA-2012-101154,9/18/2012,443.92
Max Jones,MJ-17740,CA-2012-101868,6/9/2012,64.2
Max Jones,MJ-17740,CA-2012-101868,6/9/2012,72.6
David Bremer,DB-13120,CA-2012-101889,12/27/2012,19.87
David Bremer,DB-13120,CA-2012-101889,12/27/2012,"1,548.99"
Carlos Daly,CD-11920,CA-2012-101910,11/27/2012,283.92
Ken Black,KB-16585,CA-2012-101924,9/4/2012,9.76
Tamara Manning,TM-21010,CA-2012-102015,9/12/2012,9.26
Tamara Manning,TM-21010,CA-2012-102015,9/12/2012,105.98
Sanjit Jacobs,SJ-20125,CA-2012-102260,9/22/2012,2.82
Sanjit Jacobs,SJ-20125,CA-2012-102260,9/22/2012,3.2
Sanjit Jacobs,SJ-20125,CA-2012-102260,9/22/2012,12
Sanjit Jacobs,SJ-20125,CA-2012-102260,9/22/2012,720.06
Mark Packer,MP-17470,CA-2012-102281,10/12/2012,19.9
Mark Packer,MP-17470,CA-2012-102281,10/12/2012,51.84
Mark Packer,MP-17470,CA-2012-102281,10/12/2012,71.76
Mark Packer,MP-17470,CA-2012-102281,10/12/2012,626.35
Mark Packer,MP-17470,CA-2012-102281,10/12/2012,899.14
Dave Hallsten,DH-13075,CA-2012-102316,2/29/2012,15.98
Dave Hallsten,DH-13075,CA-2012-102316,2/29/2012,184.75
Katrina Willman,KW-16435,CA-2012-102491,8/24/2012,79.96
Katrina Willman,KW-16435,CA-2012-102491,8/24/2012,587.97
Katrina Willman,KW-16435,CA-2012-102491,8/24/2012,"3,080.00"
Natalie Webber,NW-18400,CA-2012-102582,9/15/2012,59.97
Natalie Webber,NW-18400,CA-2012-102582,9/15/2012,801.96
Natalie Webber,NW-18400,CA-2012-102582,9/15/2012,"1,056.86"
Kelly Williams,KW-16570,CA-2012-102722,4/18/2012,106.5
John Huston,JH-15820,CA-2012-102778,11/21/2012,18.18
Karen Bern,KB-16240,CA-2012-102848,11/7/2012,190.72
Jennifer Ferguson,JF-15415,CA-2012-102855,4/5/2012,23.84
Jennifer Ferguson,JF-15415,CA-2012-102855,4/5/2012,239.94
Lisa Ryan,LR-17035,CA-2012-102876,9/7/2012,4.92
Lisa Ryan,LR-17035,CA-2012-102876,9/7/2012,9.52
Lisa Ryan,LR-17035,CA-2012-102876,9/7/2012,791.96
Helen Wasserman,HW-14935,CA-2012-103072,9/27/2012,16.4
Helen Wasserman,HW-14935,CA-2012-103072,9/27/2012,25.92
Frank Olsen,FO-14305,CA-2012-103093,2/3/2012,74.52
Shirley Schmidt,SS-20515,CA-2012-103135,7/24/2012,20.94
Shirley Schmidt,SS-20515,CA-2012-103135,7/24/2012,90.06
Shirley Schmidt,SS-20515,CA-2012-103135,7/24/2012,135.09
Shirley Schmidt,SS-20515,CA-2012-103135,7/24/2012,279.86
Edward Nazzal,EN-13780,CA-2012-103177,5/30/2012,128.85
Edward Nazzal,EN-13780,CA-2012-103177,5/30/2012,160.32
Edward Nazzal,EN-13780,CA-2012-103177,5/30/2012,239.97
Joel Jenkins,JJ-15760,CA-2012-103205,12/8/2012,119.96
Ken Black,KB-16585,CA-2012-103716,4/30/2012,19.8
Ken Black,KB-16585,CA-2012-103716,4/30/2012,34.65
Beth Thompson,BT-11305,CA-2012-103723,12/1/2012,13.9
Mark Packer,MP-17470,CA-2012-103772,6/28/2012,119.56
Mark Packer,MP-17470,CA-2012-103772,6/28/2012,140.75
Benjamin Venier,BV-11245,CA-2012-103793,3/26/2012,74.35
Shaun Chance,SC-20440,CA-2012-103835,9/24/2012,14.91
Shaun Chance,SC-20440,CA-2012-103835,9/24/2012,"1,158.12"
Sung Pak,SP-20860,CA-2012-103870,12/27/2012,4.73
Sung Pak,SP-20860,CA-2012-103870,12/27/2012,22.51
Sung Pak,SP-20860,CA-2012-103870,12/27/2012,53.35
Sung Pak,SP-20860,CA-2012-103870,12/27/2012,72.74
Sung Pak,SP-20860,CA-2012-103870,12/27/2012,131.1
Dan Reichenbach,DR-12880,CA-2012-103933,9/25/2012,899.91
Hallie Redmond,HR-14770,CA-2012-103954,8/9/2012,687.4
Nathan Gelder,NG-18430,CA-2012-103961,11/5/2012,19.82
Lori Olson,LO-17170,CA-2012-104038,2/6/2012,29.9
Lori Olson,LO-17170,CA-2012-104038,2/6/2012,146.73
Tracy Poddar,TP-21565,CA-2012-104052,3/1/2012,95.84
Frank Carlisle,FC-14245,CA-2012-104059,6/13/2012,3.42
Jonathan Howell,JH-15910,CA-2012-104115,6/12/2012,55.98
Erin Smith,ES-14080,CA-2012-104129,2/27/2012,105.98
Erin Smith,ES-14080,CA-2012-104129,2/27/2012,493.92
Andrew Gjertsen,AG-10495,CA-2012-104241,1/4/2012,192.22
Chad Cunningham,CC-12100,CA-2012-104297,5/29/2012,85.06
Irene Maddox,IM-15070,CA-2012-104346,12/11/2012,4.22
Irene Maddox,IM-15070,CA-2012-104346,12/11/2012,13.12
Irene Maddox,IM-15070,CA-2012-104346,12/11/2012,27.7
Irene Maddox,IM-15070,CA-2012-104346,12/11/2012,52.42
Irene Maddox,IM-15070,CA-2012-104346,12/11/2012,54.92
Irene Maddox,IM-15070,CA-2012-104346,12/11/2012,58.08
Irene Maddox,IM-15070,CA-2012-104346,12/11/2012,69.58
Irene Maddox,IM-15070,CA-2012-104346,12/11/2012,85.06
Irene Maddox,IM-15070,CA-2012-104346,12/11/2012,364.95
Ed Braxton,EB-13705,CA-2012-104493,10/2/2012,57.5
Claudia Bergmann,CB-12535,CA-2012-104514,1/2/2012,9.84
Claudia Bergmann,CB-12535,CA-2012-104514,1/2/2012,20.04
Claudia Bergmann,CB-12535,CA-2012-104514,1/2/2012,85.52
Daniel Raglin,DR-12940,CA-2012-104626,9/1/2012,60.74
Daniel Raglin,DR-12940,CA-2012-104626,9/1/2012,114.6
Daniel Raglin,DR-12940,CA-2012-104626,9/1/2012,124.36
Daniel Raglin,DR-12940,CA-2012-104626,9/1/2012,"1,088.76"
Daniel Raglin,DR-12940,CA-2012-104871,3/30/2012,366.74
Dave Hallsten,DH-13075,CA-2012-104941,6/13/2012,19.14
Dave Hallsten,DH-13075,CA-2012-104941,6/13/2012,24.78
Dave Hallsten,DH-13075,CA-2012-104941,6/13/2012,32.4
Dave Hallsten,DH-13075,CA-2012-104941,6/13/2012,899.97
Keith Herrera,KH-16510,CA-2012-104948,11/13/2012,9.87
Keith Herrera,KH-16510,CA-2012-104948,11/13/2012,29.96
Keith Herrera,KH-16510,CA-2012-104948,11/13/2012,683.33
Brendan Murry,BM-11575,CA-2012-105102,9/15/2012,12.96
Brendan Murry,BM-11575,CA-2012-105102,9/15/2012,46.38
Brendan Murry,BM-11575,CA-2012-105102,9/15/2012,79.87
Sung Pak,SP-20860,CA-2012-105158,9/5/2012,6.16
Sung Pak,SP-20860,CA-2012-105158,9/5/2012,36.84
Valerie Mitchum,VM-21685,CA-2012-105221,11/1/2012,3.17
Valerie Mitchum,VM-21685,CA-2012-105221,11/1/2012,35.36
Meg Tillman,MT-17815,CA-2012-105312,11/6/2012,4.4
Meg Tillman,MT-17815,CA-2012-105312,11/6/2012,7.08
Darren Powers,DP-13000,CA-2012-105347,11/24/2012,14.7
Darren Powers,DP-13000,CA-2012-105347,11/24/2012,368.91
Jamie Frazer,JF-15190,CA-2012-105508,9/24/2012,39.98
Christine Phan,CP-12340,CA-2012-105571,11/7/2012,16.15
Christine Phan,CP-12340,CA-2012-105571,11/7/2012,"1,345.49"
Marc Crier,MC-17275,CA-2012-105599,9/7/2012,13.96
Marc Crier,MC-17275,CA-2012-105599,9/7/2012,27.41
Kristina Nunn,KN-16705,CA-2012-105613,10/18/2012,27.7
Kristina Nunn,KN-16705,CA-2012-105613,10/18/2012,73.16
Dana Kaydos,DK-12895,CA-2012-105627,3/8/2012,14.98
Dana Kaydos,DK-12895,CA-2012-105627,3/8/2012,373.08
Dana Kaydos,DK-12895,CA-2012-105627,3/8/2012,512.94
Dana Kaydos,DK-12895,CA-2012-105627,3/8/2012,769.95
Dana Kaydos,DK-12895,CA-2012-105627,3/8/2012,860.93
Helen Abelman,HA-14905,CA-2012-105634,11/8/2012,11.65
Carol Adams,CA-11965,CA-2012-105690,11/21/2012,11.7
Carol Adams,CA-11965,CA-2012-105690,11/21/2012,246.13
Carol Adams,CA-11965,CA-2012-105690,11/21/2012,439.99
Guy Thornton,GT-14755,CA-2012-105725,2/18/2012,35.54
Jennifer Ferguson,JF-15415,CA-2012-105844,10/25/2012,79.36
Pete Armstrong,PA-19060,CA-2012-105970,3/2/2012,10.16
Pete Armstrong,PA-19060,CA-2012-105970,3/2/2012,101.88
Randy Ferguson,RF-19345,CA-2012-106187,6/23/2012,27.42
Randy Ferguson,RF-19345,CA-2012-106187,6/23/2012,75
Randy Ferguson,RF-19345,CA-2012-106187,6/23/2012,165.98
Julia West,JW-16075,CA-2012-106208,12/10/2012,53.09
Brad Norvell,BN-11470,CA-2012-106215,4/16/2012,12.58
Eugene Barchas,EB-14110,CA-2012-106257,4/13/2012,241.57
Eugene Barchas,EB-14110,CA-2012-106257,4/13/2012,479.92
Emily Burns,EB-13870,CA-2012-106320,9/25/2012,"1,044.63"
Lena Creighton,LC-16885,CA-2012-106362,12/11/2012,10.33
Bart Watters,BW-11110,CA-2012-106565,3/20/2012,51.84
Zuschuss Carroll,ZC-21910,CA-2012-106978,9/28/2012,1.08
Zuschuss Carroll,ZC-21910,CA-2012-106978,9/28/2012,4.51
Zuschuss Carroll,ZC-21910,CA-2012-106978,9/28/2012,12.54
Mike Vittorini,MV-18190,CA-2012-107020,7/10/2012,39.92
Brenda Bowman,BB-11545,CA-2012-107083,11/21/2012,1.7
Brenda Bowman,BB-11545,CA-2012-107083,11/21/2012,5.34
Brenda Bowman,BB-11545,CA-2012-107083,11/21/2012,7.98
Brenda Bowman,BB-11545,CA-2012-107083,11/21/2012,24.59
Michael Kennedy,MK-17905,CA-2012-107468,12/18/2012,6.85
Juliana Krohn,JK-16090,CA-2012-107678,4/21/2012,191.96
Juliana Krohn,JK-16090,CA-2012-107678,4/21/2012,209.88
John Murray,JM-15865,CA-2012-107685,11/30/2012,25.92
John Murray,JM-15865,CA-2012-107685,11/30/2012,80.96
Fred Chung,FC-14335,CA-2012-107741,3/8/2012,3.41
Suzanne McNair,SM-20950,CA-2012-107902,8/28/2012,470.36
MaryBeth Skach,MS-17530,CA-2012-108119,11/1/2012,301.96
Noel Staavos,NS-18640,CA-2012-108259,11/8/2012,4.71
Noel Staavos,NS-18640,CA-2012-108259,11/8/2012,39.88
Chad Cunningham,CC-12100,CA-2012-108532,8/29/2012,114.52
Chad Cunningham,CC-12100,CA-2012-108532,8/29/2012,131.98
Brooke Gillingham,BG-11695,CA-2012-108588,1/5/2012,13.17
Brooke Gillingham,BG-11695,CA-2012-108588,1/5/2012,17.48
Brooke Gillingham,BG-11695,CA-2012-108588,1/5/2012,59.52
Kalyca Meade,KM-16225,CA-2012-108665,7/6/2012,13.96
Kalyca Meade,KM-16225,CA-2012-108665,7/6/2012,124.95
Kalyca Meade,KM-16225,CA-2012-108665,7/6/2012,155.82
Kalyca Meade,KM-16225,CA-2012-108665,7/6/2012,601.65
Frank Atkinson,FA-14230,CA-2012-108672,9/10/2012,106.68
Katherine Nockton,KN-16390,CA-2012-109001,3/5/2012,2.56
Katherine Nockton,KN-16390,CA-2012-109001,3/5/2012,10.31
Katherine Nockton,KN-16390,CA-2012-109001,3/5/2012,466.16
Eileen Kiefer,EK-13795,CA-2012-109113,12/19/2012,25.49
Olvera Toch,OT-18730,CA-2012-109169,4/20/2012,180.96
Craig Carroll,CC-12685,CA-2012-109190,10/23/2012,6.08
Craig Carroll,CC-12685,CA-2012-109190,10/23/2012,60.74
Craig Carroll,CC-12685,CA-2012-109190,10/23/2012,479.98
Denise Leinenbach,DL-13330,CA-2012-109337,11/21/2012,10.92
Denise Leinenbach,DL-13330,CA-2012-109337,11/21/2012,19.75
Denise Leinenbach,DL-13330,CA-2012-109337,11/21/2012,83.9
Denise Leinenbach,DL-13330,CA-2012-109337,11/21/2012,393.54
Rob Haberlin,RH-19600,CA-2012-109386,11/8/2012,27.9
Rob Haberlin,RH-19600,CA-2012-109386,11/8/2012,44.43
Rob Haberlin,RH-19600,CA-2012-109386,11/8/2012,186.54
Rob Haberlin,RH-19600,CA-2012-109386,11/8/2012,226.2
Rob Haberlin,RH-19600,CA-2012-109386,11/8/2012,265.86
Karen Carlisle,KC-16255,CA-2012-109470,12/31/2012,60.64
Karen Carlisle,KC-16255,CA-2012-109470,12/31/2012,76.3
Karen Carlisle,KC-16255,CA-2012-109470,12/31/2012,94.74
Karen Carlisle,KC-16255,CA-2012-109470,12/31/2012,364.8
Luke Foster,LF-17185,CA-2012-109512,3/5/2012,29.34
Luke Foster,LF-17185,CA-2012-109512,3/5/2012,383.61
Luke Foster,LF-17185,CA-2012-109512,3/5/2012,563.4
Ken Heidel,KH-16630,CA-2012-109575,9/18/2012,41.96
Ken Heidel,KH-16630,CA-2012-109575,9/18/2012,65.08
Ken Heidel,KH-16630,CA-2012-109575,9/18/2012,499.99
Ken Heidel,KH-16630,CA-2012-109575,9/18/2012,636.86
Ken Heidel,KH-16630,CA-2012-109575,9/18/2012,"1,259.93"
Elizabeth Moffitt,EM-13825,CA-2012-109603,1/26/2012,182.72
Joseph Holt,JH-15985,CA-2012-109638,12/15/2012,51.31
Joseph Holt,JH-15985,CA-2012-109638,12/15/2012,103.92
Joseph Holt,JH-15985,CA-2012-109638,12/15/2012,899.91
Craig Yedwab,CY-12745,CA-2012-109708,5/25/2012,467.04
Denny Joy,DJ-13420,CA-2012-109736,10/10/2012,45.36
Heather Kirkland,HK-14890,CA-2012-109862,10/25/2012,158.99
Heather Kirkland,HK-14890,CA-2012-109862,10/25/2012,291.1
Allen Armold,AA-10375,CA-2012-109939,5/8/2012,5.25
Bill Tyler,BT-11395,CA-2012-110016,11/29/2012,19.92
Bill Tyler,BT-11395,CA-2012-110016,11/29/2012,"1,106.91"
Alejandro Ballentine,AB-10255,CA-2012-110093,12/3/2012,36.78
Ritsa Hightower,RH-19555,CA-2012-110247,12/4/2012,8.23
Nona Balk,NB-18655,CA-2012-110289,10/29/2012,33.4
Nona Balk,NB-18655,CA-2012-110289,10/29/2012,210.84
Toby Gnade,TG-21310,CA-2012-110345,3/9/2012,4.61
Dave Kipp,DK-13090,CA-2012-110457,3/2/2012,787.53
Harold Ryan,HR-14830,CA-2012-110632,3/17/2012,15.02
Harold Ryan,HR-14830,CA-2012-110632,3/17/2012,33.82
Nicole Fjeld,NF-18595,CA-2012-110667,4/4/2012,9.09
Nicole Fjeld,NF-18595,CA-2012-110667,4/4/2012,11.16
Nicole Fjeld,NF-18595,CA-2012-110667,4/4/2012,82.34
Nicole Fjeld,NF-18595,CA-2012-110667,4/4/2012,108.4
Helen Andreada,HA-14920,CA-2012-110744,9/7/2012,671.93
Michael Paige,MP-17965,CA-2012-110765,10/16/2012,824.97
Brian Derr,BD-11635,CA-2012-110814,12/5/2012,22.68
Brian Derr,BD-11635,CA-2012-110814,12/5/2012,164.65
Brian Derr,BD-11635,CA-2012-110814,12/5/2012,232.4
Anna Andreadi,AA-10645,CA-2012-110863,11/17/2012,106.32
Anna Andreadi,AA-10645,CA-2012-110863,11/17/2012,"1,323.90"
Karen Daniels,KD-16270,CA-2012-110870,12/12/2012,25.76
Karen Daniels,KD-16270,CA-2012-110870,12/12/2012,299.94
Joe Elijah,JE-15715,CA-2012-110877,10/23/2012,36.29
Joe Elijah,JE-15715,CA-2012-110877,10/23/2012,150.38
Phillina Ober,PO-19195,CA-2012-110891,11/20/2012,344.37
Anthony Garverick,AG-10765,CA-2012-110947,6/9/2012,113.1
Steve Chapman,SC-20695,CA-2012-111017,7/31/2012,52.59
Lindsay Castell,LC-16960,CA-2012-111038,12/1/2012,"2,676.67"
Mick Crebagga,MC-18100,CA-2012-111073,12/26/2012,51.59
Claudia Bergmann,CB-12535,CA-2012-111094,7/9/2012,6.58
Sanjit Engle,SE-20110,CA-2012-111164,4/11/2012,21.99
Sanjit Engle,SE-20110,CA-2012-111164,4/11/2012,85.14
Sanjit Engle,SE-20110,CA-2012-111164,4/11/2012,406.6
Joe Kamberova,JK-15730,CA-2012-111199,11/13/2012,115.3
Roland Fjeld,RF-19735,CA-2012-111206,7/18/2012,519.96
Ann Blume,AB-10600,CA-2012-111234,2/18/2012,9.24
Shaun Chance,SC-20440,CA-2012-111297,8/17/2012,52.2
Bill Tyler,BT-11395,CA-2012-111325,2/27/2012,16.03
Victoria Pisteka,VP-21760,CA-2012-111339,5/29/2012,8.04
Victoria Pisteka,VP-21760,CA-2012-111339,5/29/2012,41.57
Victoria Pisteka,VP-21760,CA-2012-111339,5/29/2012,317.06
Victoria Brennan,VB-21745,CA-2012-111395,11/23/2012,23.91
Victoria Brennan,VB-21745,CA-2012-111395,11/23/2012,27.06
Victoria Brennan,VB-21745,CA-2012-111395,11/23/2012,335.52
Philip Fox,PF-19165,CA-2012-111458,9/26/2012,50
Victoria Wilson,VW-21775,CA-2012-111507,2/6/2012,5.28
Scott Cohen,SC-20260,CA-2012-111514,8/31/2012,36.51
Scott Cohen,SC-20260,CA-2012-111514,8/31/2012,137.24
Scott Cohen,SC-20260,CA-2012-111514,8/31/2012,239.98
Scott Cohen,SC-20260,CA-2012-111514,8/31/2012,"1,552.83"
Eugene Barchas,EB-14110,CA-2012-111612,11/28/2012,3.01
Eugene Barchas,EB-14110,CA-2012-111612,11/28/2012,71.12
Karl Braun,KB-16315,CA-2012-111703,7/2/2012,11.95
Karl Braun,KB-16315,CA-2012-111703,7/2/2012,15.55
Ralph Arnett,RA-19285,CA-2012-111780,12/25/2012,12.6
Ralph Arnett,RA-19285,CA-2012-111780,12/25/2012,17.94
Ralph Arnett,RA-19285,CA-2012-111780,12/25/2012,"1,199.96"
Fred Hopkins,FH-14365,CA-2012-111829,3/19/2012,209.7
Fred Hopkins,FH-14365,CA-2012-111829,3/19/2012,"1,247.64"
Fred Hopkins,FH-14365,CA-2012-111829,3/19/2012,"3,149.93"
Paul Prost,PP-18955,CA-2012-111864,6/19/2012,5.9
Andrew Gjertsen,AG-10495,CA-2012-111948,11/11/2012,123.86
Andrew Gjertsen,AG-10495,CA-2012-111948,11/11/2012,418.32
